INDEX,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,HOME_VAL,TRAVTIME,BLUEBOOK,TIF,OLDCLAIM,CLM_FREQ,MVR_PTS,CAR_AGE,PARENT1,MSTATUS,RED_CAR,REVOKED,TARGET_FLAG,GENDER,COMMERCIAL_CAR_USE,URBAN_CAR,BACHELORS,ELEMENTARY_EDUCATION,MASTERS,PHD,HIGH_SCHOOL,CLERICAL,DOCTOR,HOME_MAKER,LAWYER,MANAGER,PROFESSIONAL,STUDENT,BLUE_COLLAR,MINIVAN,PANEL_TRUCK,PICKUP,SPORTS_CAR,VAN,SUV
256,-0.33442140347068167,1.7636692785750603,-0.6461204747533419,0.6288328205303647,0.5969778051999877,0.554127491318786,-1.7907262468828224,-0.5142875995424253,-0.3258998403236513,0.0493270421122849,1.9004494745539071,-0.789715250916906,1.208772462371704,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
257,-0.33442140347068167,0.48814259147403377,-0.6461204747533419,1.1317555152667853,0.9831889394841805,1.418007901323839,-1.3506783344216442,0.4905562934634968,-0.5670739967329111,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
258,-0.33442140347068167,0.024314705255478672,1.1455849939731355,0.6288328205303647,-0.5394307294235187,0.08155843788360219,-0.09339858453256394,-1.1295466262292664,0.1564484724948684,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,-1.3277434262458436,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
259,-0.33442140347068167,-1.2512119818455478,1.1455849939731355,0.6288328205303647,-0.7419191689502623,-1.2350730476677048,0.28378534043416015,-0.41095258926876665,-0.3258998403236513,-0.45998172415845523,-0.6893704344688752,2.0049076425135497,-0.6030246009265443,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
260,-0.33442140347068167,1.415798363911144,-0.6461204747533419,0.8802941678985751,-1.1606676832779903,-1.2350730476677048,-1.7907262468828224,-1.010770752351498,-0.3258998403236513,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,0.0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
261,-0.33442140347068167,-1.3671689534001867,0.24973225960989678,0.12591012579394412,0.5251145153231036,0.6891848174954573,2.986936802695683,-0.2719848168317774,2.809364192996727,-0.45998172415845523,-0.6893704344688752,-0.3239447686784967,-0.6030246009265443,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
262,-0.33442140347068167,0.8360135061379501,-0.6461204747533419,0.3773714731621544,-0.42467430864538963,-1.2350730476677048,1.7296570528066024,0.7803694257252521,-0.5670739967329111,-0.45998172415845523,-0.6893704344688752,-0.3239447686784967,0.6652333433822296,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
263,-0.33442140347068167,0.9519704776925889,-0.6461204747533419,0.6288328205303647,-0.5243186838086142,0.0,-0.9106304219604662,0.036832455250420865,-0.3258998403236513,0.39023349148187203,1.037176171546313,-0.789715250916906,0.3028739307225799,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
264,-0.33442140347068167,1.415798363911144,-0.6461204747533419,-0.6284739163106868,1.5730272297231813e-16,0.8535982710802379,0.47237730291752217,1.9978221329723798,-1.0494223095514308,-0.45998172415845523,-0.6893704344688752,0.1418257135599126,0.12169422439275507,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
265,-0.33442140347068167,-0.9033410671816315,-0.6461204747533419,0.12591012579394412,1.1705869529176436,-1.2350730476677048,0.4095133154230682,0.12947763687508035,2.809364192996727,-0.45998172415845523,-0.6893704344688752,0.6075961957983219,0.12169422439275507,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
266,-0.33442140347068167,0.024314705255478672,1.1455849939731355,4.466850842423225e-16,0.596285980508032,0.6784105365586589,-0.21912655952147198,-0.0902577297987915,1.1211450981319078,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,-0.05948548193706977,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
267,-0.33442140347068167,-0.7873840956269927,-0.6461204747533419,-0.6284739163106868,0.6706138958500079,-1.2350730476677048,1.4782011028287865,-0.07006583123957084,-1.0494223095514308,-0.3777175341702059,1.9004494745539071,-0.789715250916906,-0.7842043072563691,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
268,-0.33442140347068167,-1.0192980387362702,2.041437728336374,-0.8799352636788972,-0.6952210022432619,-1.2350730476677048,-0.09339858453256394,-0.9074357420778393,0.1564484724948684,-0.14129344244497422,1.037176171546313,-0.789715250916906,-0.2406651882668946,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
269,-0.33442140347068167,0.7200565345833113,-0.6461204747533419,0.3773714731621544,-1.2587986919275622,-0.27506148857888457,-1.7907262468828224,-0.538042774317979,1.1211450981319078,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,-1.3277434262458436,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
270,1.620602288308855,-0.6714271240723539,1.1455849939731355,1.1317555152667853,-0.011417152810058957,-1.2350730476677048,-1.7278622593883683,0.7197937300475902,0.1564484724948684,3.5936375102071203,1.9004494745539071,-0.789715250916906,0.6652333433822296,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
271,-0.33442140347068167,0.7200565345833113,-0.6461204747533419,0.6288328205303647,-0.6429449989573697,0.3208256300862886,0.7866972403897923,-1.5571397721892333,0.1564484724948684,-0.45998172415845523,-0.6893704344688752,0.1418257135599126,-0.4218448945967194,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
272,3.575625980088392,-0.5554701525177153,2.041437728336374,0.8802941678985751,-0.9030927026542849,-0.1309764155328898,-1.7907262468828224,-0.8848683260410632,0.1564484724948684,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,-1.3277434262458436,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
273,-0.33442140347068167,1.0679274492472277,-0.6461204747533419,0.12591012579394412,-0.3700417775025238,-0.04937579188720327,3.112664777684591,1.7282008992698452,-0.5670739967329111,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,0.12169422439275507,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
274,-0.33442140347068167,-1.2512119818455478,2.937290462699613,0.8802941678985751,-0.04475445515366764,-1.2350730476677048,1.4153371153343324,-0.5736755364813095,1.1211450981319078,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,0.8464130497120544,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
275,1.620602288308855,-0.43951318096307646,1.1455849939731355,0.8802941678985751,0.26211303477187164,0.7418121157204266,1.1010171778620623,-0.3218706838604402,1.1211450981319078,0.04340219740398993,0.17390286853871886,-0.789715250916906,0.6652333433822296,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
276,-0.33442140347068167,-1.0192980387362702,-0.6461204747533419,0.12591012579394412,0.39688913257346475,0.6404094642686182,-1.5392702969050063,-0.10094755844779067,-0.3258998403236513,-0.16465100331421398,2.763722777561501,-0.3239447686784967,1.208772462371704,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
277,-0.33442140347068167,1.1838844208018664,-0.6461204747533419,0.8802941678985751,-1.2064578300767992,-1.2350730476677048,-0.34485453451038,0.8385696039253587,-0.3258998403236513,-0.16020736978299274,0.17390286853871886,-0.3239447686784967,-1.3277434262458436,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
278,1.620602288308855,0.024314705255478672,1.1455849939731355,-2.6401646952563693,-1.3382071948510865,-0.6788697350288153,-0.40771852200483405,-0.16746204781934107,-1.0494223095514308,0.5725364055832555,0.17390286853871886,-0.3239447686784967,0.48405363705240473,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
279,3.575625980088392,0.024314705255478672,1.1455849939731355,0.3773714731621544,-0.6877838868047396,-0.21272058992384826,0.6609692654008842,-1.010770752351498,-0.3258998403236513,-0.45998172415845523,-0.6893704344688752,0.6075961957983219,-0.05948548193706977,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
280,-0.33442140347068167,0.6040995630286725,-0.6461204747533419,0.12591012579394412,0.39656483974911055,-1.2350730476677048,-1.0363583969493741,-0.141331355566232,-0.3258998403236513,0.4091474188198906,1.037176171546313,2.4706781247519594,0.48405363705240473,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
282,-0.33442140347068167,1.1838844208018664,-0.6461204747533419,0.3773714731621544,-0.13458356749977274,0.7242191743832116,0.5981052779064302,1.3885018999794272,2.0858417237689473,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,0.8464130497120544,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
283,-0.33442140347068167,-0.0916422662991601,-0.6461204747533419,-0.6284739163106868,-0.639529114540839,-1.2350730476677048,2.1697049652677807,0.8005613242844728,0.39762262890412825,-0.03407654108909805,0.17390286853871886,2.9364486069903686,-1.3277434262458436,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
284,-0.33442140347068167,0.6040995630286725,-0.6461204747533419,-0.37701256894247653,-0.06780086520443732,-1.2350730476677048,-1.2878143469271903,-0.2838624042195543,0.1564484724948684,0.13854153070064945,1.9004494745539071,-0.789715250916906,-0.05948548193706977,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
285,-0.33442140347068167,1.7636692785750603,-0.6461204747533419,1.1317555152667853,0.3243123984830015,0.9232203825371225,0.03232939045634409,-0.9276276406370599,-0.3258998403236513,4.732688905376826,1.9004494745539071,-0.789715250916906,1.0275927560418792,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
286,-0.33442140347068167,-0.5554701525177153,-0.6461204747533419,0.3773714731621544,-0.28663366307863125,-1.2350730476677048,-0.9106304219604662,-0.6354389908977492,-1.0494223095514308,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,-0.7842043072563691,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
287,-0.33442140347068167,1.415798363911144,-0.6461204747533419,-1.1313966110471074,0.36091424859177546,0.7453370840209929,0.5352412904119762,0.005950728042201034,0.39762262890412825,0.6181121341086013,1.9004494745539071,-0.789715250916906,-0.05948548193706977,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
289,-0.33442140347068167,0.25622864836475623,-0.6461204747533419,4.466850842423225e-16,-0.8781005356573902,-1.2350730476677048,0.4095133154230682,0.2898250666100679,-1.0494223095514308,0.28563719451620323,0.17390286853871886,0.6075961957983219,0.0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
290,-0.33442140347068167,2.2274971647936153,-0.6461204747533419,0.6288328205303647,-0.008152605044893646,0.7497393068759987,0.47237730291752217,-0.957321609106502,-1.0494223095514308,-0.45998172415845523,-0.6893704344688752,2.9364486069903686,0.12169422439275507,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
291,-0.33442140347068167,-1.2512119818455478,0.24973225960989678,-0.37701256894247653,0.9438197906075843,0.5981337697860357,2.6097528777289587,-1.2364449127192583,-0.3258998403236513,0.3950189429770333,1.037176171546313,0.1418257135599126,2.114670994020828,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
292,-0.33442140347068167,0.8360135061379501,-0.6461204747533419,-1.1313966110471074,1.8542610852211048,2.0020760086282903,0.5981052779064302,-1.0701586892903823,1.3623192545411678,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,1.5711318750313539,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
293,1.620602288308855,-0.32355620940843766,0.24973225960989678,-1.8857806531517385,0.15980945844894281,-1.2350730476677048,-0.21912655952147198,0.9727863414072372,-0.3258998403236513,-0.34011755813679556,1.037176171546313,-0.3239447686784967,0.48405363705240473,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
296,-0.33442140347068167,-8.239238379888915e-16,1.1455849939731355,-0.6284739163106868,-1.2743431279749386,-1.2350730476677048,-0.7849024469715581,-1.497751835250349,0.879970941722648,0.6906914817852147,1.037176171546313,1.0733666780367312,-0.6030246009265443,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
297,-0.33442140347068167,1.0679274492472277,-0.6461204747533419,0.12591012579394412,0.9483166511052955,-1.2350730476677048,-1.7907262468828224,0.21024523111196297,0.1564484724948684,-0.45998172415845523,-0.6893704344688752,0.1418257135599126,1.7523115813611787,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
298,-0.33442140347068167,-0.32355620940843766,1.1455849939731355,0.12591012579394412,0.373734624914577,0.7098800499388269,-0.34485453451038,-0.31949516638288483,-0.5670739967329111,0.30215839610664114,0.17390286853871886,1.5391371602751405,-1.3277434262458436,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
299,-0.33442140347068167,1.2998413923565053,-0.6461204747533419,0.6288328205303647,1.0767366095495468,0.0,-0.9734944094549202,0.3040781714754001,0.1564484724948684,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,1.5711318750313539,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
301,-0.33442140347068167,1.6477123070204216,-0.6461204747533419,0.3773714731621544,-1.2300014891249118,0.03263953391149105,-0.21912655952147198,-0.9751379901881674,-1.0494223095514308,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
304,-0.33442140347068167,-1.1352550102909091,-0.6461204747533419,0.12591012579394412,-1.0407225773101947,-1.2350730476677048,-0.40771852200483405,-0.9513828154126136,0.1564484724948684,0.6995787488476571,1.037176171546313,0.6075961957983219,-1.3277434262458436,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
305,-0.33442140347068167,1.0679274492472277,-0.6461204747533419,0.6288328205303647,0.5787525484712833,1.2883815783432888,1.8553850277955106,0.5202502619329389,-0.3258998403236513,0.7386599360581412,1.037176171546313,-0.3239447686784967,1.0275927560418792,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
306,-0.33442140347068167,0.6040995630286725,-0.6461204747533419,0.6288328205303647,-1.2807641258971514,-0.364724879084011,1.8553850277955106,-0.621185886032417,1.8446675673596873,1.8703052753424794,1.037176171546313,0.1418257135599126,0.48405363705240473,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
307,-0.33442140347068167,-1.8309968396187417,0.24973225960989678,0.12591012579394412,-0.23297401040882793,0.37309405144807806,0.4095133154230682,-0.6223736447711947,-1.0494223095514308,1.7082835604348747,1.9004494745539071,3.402219089228778,0.12169422439275507,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
309,-0.33442140347068167,1.415798363911144,-0.6461204747533419,0.3773714731621544,1.5730272297231813e-16,-1.2350730476677048,-0.9106304219604662,-0.48221811359542777,-0.3258998403236513,0.7057314721985788,0.17390286853871886,-0.789715250916906,-1.3277434262458436,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
310,-0.33442140347068167,-0.20759923785379888,-0.6461204747533419,-0.1255512215742662,0.7794898067465146,-1.2350730476677048,0.5981052779064302,1.3623712077263181,-1.0494223095514308,0.0851039890046814,1.037176171546313,1.0733666780367312,0.0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
311,-0.33442140347068167,-0.0916422662991601,-0.6461204747533419,-2.6401646952563693,-1.3382071948510865,-0.40176097136416816,-0.34485453451038,-0.18052739394589562,-0.3258998403236513,3.5768884299740553,1.037176171546313,0.1418257135599126,-0.05948548193706977,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
312,1.620602288308855,-0.7873840956269927,1.1455849939731355,0.8802941678985751,0.47647059166997807,0.6322908721193503,-0.34485453451038,-0.22684998475822535,-0.5670739967329111,0.776373851412865,1.037176171546313,-0.789715250916906,0.3028739307225799,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
313,1.620602288308855,-0.9033410671816315,1.1455849939731355,0.8802941678985751,0.7413313510808405,-1.2350730476677048,0.9752892028731543,-0.2814868867419989,-1.0494223095514308,-0.45998172415845523,-0.6893704344688752,-0.3239447686784967,0.3028739307225799,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
314,1.620602288308855,1.1838844208018664,0.24973225960989678,0.8802941678985751,-0.9529473195183327,-0.313636763850013,-0.09339858453256394,-0.2814868867419989,-1.0494223095514308,0.32768080408083483,0.17390286853871886,0.6075961957983219,-0.05948548193706977,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
315,3.575625980088392,0.7200565345833113,1.1455849939731355,0.8802941678985751,0.021530998144324718,0.5911635835989432,3.175528765179045,-1.1544895597435978,2.809364192996727,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,0.3028739307225799,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
316,1.620602288308855,-0.32355620940843766,1.1455849939731355,0.3773714731621544,0.13386603250060922,0.11951963496662289,0.7238332528953383,-0.47034052620765093,-1.0494223095514308,0.595210330524615,0.17390286853871886,0.6075961957983219,0.6652333433822296,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
317,-0.33442140347068167,0.024314705255478672,1.1455849939731355,-1.6343193057835281,-0.7970273295688477,-1.2350730476677048,0.03232939045634409,-1.1414242136170434,-1.0494223095514308,0.19756209914097234,0.17390286853871886,1.5391371602751405,-1.3277434262458436,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
318,-0.33442140347068167,1.0679274492472277,-0.6461204747533419,0.3773714731621544,-0.21230574773665548,0.3138953191062161,1.1010171778620623,0.8955820233866876,-1.0494223095514308,0.1141585159395894,0.17390286853871886,1.0733666780367312,1.7523115813611787,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
321,-0.33442140347068167,0.372185619919395,-0.6461204747533419,0.3773714731621544,-0.8488925619438913,-0.15302740501493858,-0.21912655952147198,0.12116332570363654,1.8446675673596873,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,0.12169422439275507,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
322,-0.33442140347068167,0.6040995630286725,-0.6461204747533419,-2.6401646952563693,-1.3382071948510865,-0.36171828847470455,-0.09339858453256394,-1.274453192360144,0.1564484724948684,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,-1.3277434262458436,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
323,-0.33442140347068167,-2.2948247258372967,0.24973225960989678,-0.37701256894247653,-0.22385057228366395,0.0,0.6609692654008842,0.584389233826934,-1.0494223095514308,0.42498498448244826,1.037176171546313,2.9364486069903686,-1.3277434262458436,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
325,-0.33442140347068167,-1.1352550102909091,-0.6461204747533419,-0.37701256894247653,0.22680835596051435,0.46499045354632335,0.7238332528953383,-0.26960929935422207,-1.0494223095514308,0.4726116207914347,2.763722777561501,0.1418257135599126,0.3028739307225799,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
326,-0.33442140347068167,-1.8309968396187417,0.24973225960989678,-0.6284739163106868,0.25822152087962164,-1.2350730476677048,-0.533446496993742,0.7874959781579182,-1.0494223095514308,0.08339489918498093,0.17390286853871886,1.0733666780367312,-1.3277434262458436,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
327,1.620602288308855,0.024314705255478672,1.1455849939731355,-2.6401646952563693,-1.3382071948510865,-1.2350730476677048,-0.030534597038109932,-1.1533018010048202,-1.0494223095514308,4.304732814523829,0.17390286853871886,0.6075961957983219,-1.3277434262458436,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
328,-0.33442140347068167,-0.9033410671816315,-0.6461204747533419,0.8802941678985751,1.5730272297231813e-16,-0.11004193184740044,0.03232939045634409,-0.6342512321589715,0.1564484724948684,-0.38443995412769444,1.037176171546313,-0.789715250916906,0.12169422439275507,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
329,-0.33442140347068167,1.2998413923565053,-0.6461204747533419,1.3832168626349957,1.0295844328884505,1.3302904209212876,-0.21912655952147198,-1.0226483397392747,0.39762262890412825,-0.45998172415845523,-0.6893704344688752,0.1418257135599126,1.5711318750313539,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
330,-0.33442140347068167,0.024314705255478672,2.041437728336374,1.634678210003206,0.2177281568785976,0.45628170833315973,0.6609692654008842,-0.3147441314277741,0.1564484724948684,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,-1.3277434262458436,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
332,-0.33442140347068167,0.372185619919395,-0.6461204747533419,-0.1255512215742662,1.5730272297231813e-16,-1.2350730476677048,0.5981052779064302,1.0024803098766792,-0.3258998403236513,-0.45998172415845523,-0.6893704344688752,-0.3239447686784967,0.3028739307225799,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
333,-0.33442140347068167,0.8360135061379501,-0.6461204747533419,0.6288328205303647,-0.5319071358985019,0.06713158798377353,-0.34485453451038,-1.0701586892903823,-0.3258998403236513,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,-1.3277434262458436,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
334,-0.33442140347068167,-0.5554701525177153,-0.6461204747533419,-0.8799352636788972,-0.2523883408268309,-1.2350730476677048,-1.0992223844438282,-0.22922550223578073,-1.0494223095514308,-0.23928125877446785,1.037176171546313,2.0049076425135497,-0.6030246009265443,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
335,-0.33442140347068167,-0.43951318096307646,0.24973225960989678,0.6288328205303647,1.039010544316345,0.8444110233828345,1.0381531903676082,1.6343679589064082,0.1564484724948684,-0.45998172415845523,-0.6893704344688752,-0.3239447686784967,1.7523115813611787,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
336,-0.33442140347068167,-0.0916422662991601,1.1455849939731355,0.8802941678985751,-0.38389989086325865,-0.10810399678622942,-1.4135423219160983,-1.165179388392597,1.1211450981319078,0.3832831928817568,0.17390286853871886,-0.789715250916906,-1.5089231325756685,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
337,-0.33442140347068167,1.0679274492472277,-0.6461204747533419,4.466850842423225e-16,-0.6812331717527853,-1.2350730476677048,-0.596310484488196,0.10334694462197126,-0.3258998403236513,2.6311920630731285,1.037176171546313,-0.789715250916906,0.8464130497120544,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
338,-0.33442140347068167,-0.32355620940843766,-0.6461204747533419,0.3773714731621544,0.5157100234168326,1.0436116075718453,0.15805736544525212,-1.1889345631681507,1.8446675673596873,-0.45998172415845523,-0.6893704344688752,0.1418257135599126,1.9334912876910035,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
339,-0.33442140347068167,0.6040995630286725,-0.6461204747533419,0.12591012579394412,-1.15779228690205,-1.2350730476677048,0.34664932792861414,-0.04512289772523945,1.1211450981319078,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,-0.6030246009265443,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
340,-0.33442140347068167,-0.7873840956269927,-0.6461204747533419,0.8802941678985751,-1.1115048911058982,-0.7046131686809143,-0.030534597038109932,-1.1117302451476012,-1.0494223095514308,0.18970028597035019,0.17390286853871886,1.0733666780367312,-0.6030246009265443,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
341,-0.33442140347068167,-1.0192980387362702,-0.6461204747533419,0.3773714731621544,-0.6186230371308069,-0.11044865895900423,2.1697049652677807,-0.12707825070089976,1.1211450981319078,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,0.3028739307225799,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
342,-0.33442140347068167,1.9955832216843379,-0.6461204747533419,0.3773714731621544,-0.6093482623542776,0.13511881595283898,-0.47058250949928804,0.9217127156397967,-0.3258998403236513,4.315557050048599,1.9004494745539071,-0.789715250916906,1.208772462371704,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
344,-0.33442140347068167,0.25622864836475623,-0.6461204747533419,-0.8799352636788972,1.7956938011427417,2.122148232006853,-0.7220384594771041,0.9989170336603462,-0.5670739967329111,-0.45998172415845523,-0.6893704344688752,1.0733666780367312,-1.3277434262458436,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
